Query,APIs,APIClasses
Java bean to XML,javax.xml.bind.JAXBContext.newInstance(); java.lang.Object.getClass(); javax.xml.bind.JAXBContext.createMarshaller(); java.lang.String.toString(); ,javax.xml.bind.JAXBContext; java.lang.Object; javax.xml.bind.JAXBContext; java.lang.String; 
Java micro edition system To String,java.lang.System.getProperty(); java.lang.Runtime.getRuntime(); java.lang.Runtime.totalMemory(); java.lang.Runtime.freeMemory(); ,java.lang.System; java.lang.Runtime; java.lang.Runtime; java.lang.Runtime; 
Java shutdown hook is not guaranteed to execute.,java.lang.Runtime.getRuntime(); java.lang.Runtime.addShutdownHook(); ,java.lang.Runtime; 
Java wrapper for Windows registry API RegDeleteKey(),java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
Java wrapper for Windows registry API RegQueryValueEx(),java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
Java wrapper for Windows registry API RegSetValueEx() Creates a value if it didn't exist or will overwrite existing value,java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
"Java's ImageIO can't process 4-component images and Java2D can't apply AffineTransformOp either, so convert raster data to RGB.",java.awt.image.Raster.getWidth(); java.awt.image.Raster.getHeight(); java.awt.image.Raster.getSamples(); java.awt.image.Raster.createInterleavedRaster(); java.awt.color.ColorSpace.getInstance(); ,java.awt.image.Raster; java.awt.color.ColorSpace; 
JavaBean enhancements in Java 7,java.beans.Expression.execute(); java.beans.Expression.getValue(); ,java.beans.Expression; 
JavaFX Color to Css Color,java.lang.Math.round(); java.awt.Color.getRed(); java.awt.Color.getGreen(); java.awt.Color.getBlue(); java.awt.Window.getOpacity(); ,java.lang.Math; java.awt.Color; java.awt.Window; 
JavaFX Node Is Child Of Class,java.lang.Class.isInstance(); ,java.lang.Class; 
JavaFX Node attach To Right,java.awt.geom.RectangularShape.getMaxX(); ,java.awt.geom.RectangularShape; 
JavaFX Node center X,java.awt.geom.AffineTransform.getTranslateX(); java.awt.geom.RectangularShape.getMaxX(); ,java.awt.geom.AffineTransform; java.awt.geom.RectangularShape; 
JavaFX Node middle X,java.awt.geom.RectangularShape.getMaxX(); ,java.awt.geom.RectangularShape; 
JavaFX Node middle Y,java.awt.geom.RectangularShape.getMaxY(); ,java.awt.geom.RectangularShape; 
JavaFX Node put On Top,java.awt.geom.AffineTransform.getTranslateY(); java.awt.geom.RectangularShape.getMaxY(); ,java.awt.geom.AffineTransform; java.awt.geom.RectangularShape; 
JavaFX ReadOnlyDoubleProperty nan Or Infinity,java.lang.Double.isInfinite(); java.lang.Double.isNaN(); ,java.lang.Double; 
JavaFX add Arc To Path,java.util.Arrays.asList(); javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,java.util.Arrays; javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
JavaFX add Horizontal Line To Path,javax.swing.SpringLayout.Constraints.setX(); ,javax.swing.SpringLayout.Constraints; 
JavaFX add Line To Path,javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
JavaFX add Move To Line,javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
JavaFX add Quad Curve To Path,javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
JavaFX add Vertical Line To Path,javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; 
JavaFX apply Number Only Filter to StringProperty,java.lang.String.matches(); java.lang.String.length(); ,java.lang.String; 
JavaFX build Arc To Path,javax.swing.SpringLayout.Constraints.setX(); javax.swing.SpringLayout.Constraints.setY(); ,javax.swing.SpringLayout.Constraints; javax.swing.SpringLayout.Constraints; 
JavaFX draw Line At Angle,java.lang.Math.cos(); java.lang.Math.toRadians(); java.lang.Math.sin(); ,java.lang.Math; 
JavaFX node center X Z,java.awt.geom.AffineTransform.getTranslateX(); java.awt.geom.RectangularShape.getMaxX(); ,java.awt.geom.AffineTransform; java.awt.geom.RectangularShape; 
JavaFX rotate X Angle,java.awt.geom.Point2D.distance(); java.lang.Math.toDegrees(); java.lang.Math.asin(); ,java.awt.geom.Point2D; java.lang.Math; 
JavaFX rotate Y Angle,java.lang.Math.toDegrees(); java.lang.Math.atan2(); ,java.lang.Math; 
Joins a string array based on the delimiter,java.lang.String.toUpperCase(); java.lang.String.toString(); ,java.lang.String; 
Joins some Iterable s to a single one.,java.util.Collections.emptyList(); ,java.util.Collections; 
"Joins the arraylist into a single string, combining them with commas.",java.util.List.size(); java.util.List.get(); ,java.util.List; 
Judge if the specified querying string contain GROUP BY statement,java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.lang.String.toLowerCase(); java.lang.Character.toLowerCase(); ,java.util.regex.Pattern; java.util.regex.Pattern; java.lang.String; java.lang.Character; 
Keep two decimal in double format,java.lang.String.format(); ,java.lang.String; 
Knowing the Class of an Array,java.lang.Object.getClass(); ,java.lang.Object; 
Knowing the Installed Look and Feel on Your Machine,javax.swing.UIManager.getInstalledLookAndFeels(); ,javax.swing.UIManager; 
Knowing the Length of a String,java.lang.String.length(); ,java.lang.String; 
Knuth Morris Pratt string-searching algorithm,java.lang.String.length(); java.lang.String.charAt(); ,java.lang.String; 
Largest Sequence Of Equal Strings,java.util.Scanner.nextLine(); java.lang.String.split(); java.lang.String.equals(); ,java.util.Scanner; java.lang.String; 
Launch IOS App using appium,java.lang.Thread.sleep(); java.lang.String.contains(); java.nio.file.WatchEvent.context(); ,java.lang.Thread; java.lang.String; java.nio.file.WatchEvent; 
Let a user enter the area code for a phone number with or without parentheses.,java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.util.regex.Matcher.matches(); ,java.util.regex.Pattern; java.util.regex.Matcher; 
"Let l be a subset of entries in an array L that are equally spaced, containing n of the N total entries in L.",java.util.ArrayList.get(); java.lang.String.compareTo(); java.util.ArrayList.set(); ,java.util.ArrayList; java.lang.String; 
Let the pattern include uppercase letters as well as lowercase letters,java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.util.regex.Matcher.matches(); ,java.util.regex.Pattern; java.util.regex.Matcher; 
Let's see what type of concurrency the JDBC driver returned,java.sql.Connection.createStatement(); ,java.sql.Connection; 
Letting the user decide when to quit,java.lang.String.equalsIgnoreCase(); ,java.lang.String; 
Lighten up a color.,java.awt.Color.equals(); java.awt.Color.getRed(); java.awt.Color.getBlue(); java.awt.Color.getGreen(); java.lang.Math.min(); ,java.awt.Color; java.lang.Math; 
Limit the length of a string to a certain number of characters.,java.lang.String.length(); java.lang.String.charAt(); java.lang.String.substring(); java.lang.String.trim(); ,java.lang.String; java.lang.String; 
"Limit white space characters to actual spaces, just use a space in the regex.",java.util.regex.Pattern.compile(); java.util.regex.Pattern.matcher(); java.util.regex.Matcher.matches(); ,java.util.regex.Pattern; java.util.regex.Matcher; 
Limiting the Capacity of a JTextComponent using custom Document,java.lang.String.length(); ,java.lang.String; 
Linux Shell remount System RO,java.lang.Runtime.getRuntime(); ,java.lang.Runtime; 
List Contents Of Zip File,java.util.zip.ZipFile.entries(); ,java.util.zip.ZipFile; 
List Max value for data type,java.lang.Character.isUpperCase(); ,java.lang.Character; 
List Merge Remove Duplicate Set,java.util.Set.addAll(); ,java.util.Set; 
List Merge Remove Duplicates For Loop,java.lang.String.contains(); java.util.Collections.sort(); ,java.lang.String; java.util.Collections; 
List User-Defined Attribute Names and Value Sizes,java.nio.file.Paths.get(); java.nio.file.Files.getFileAttributeView(); ,java.nio.file.Paths; java.nio.file.Files; 
List all the files in a directory passed to the program as a parameter:,java.io.File.listFiles(); ,java.io.File; 
List blocking user ids in twitter,java.lang.System.exit(); ,java.lang.System; 
List contents of a directory,java.io.File.list(); java.io.File.getPath(); ,java.io.File; 
List file status in hadoop FileSystem,java.net.URI.create(); ,java.net.URI; 
"List only files, not subdirectories, and doesn't list hidden files",java.io.File.listFiles(); java.io.File.isFile(); ,java.io.File; java.io.File; 
List the name and class of objects in a context,javax.naming.NamingEnumeration.hasMore(); ,javax.naming.NamingEnumeration; 
List the name of every file in a directory whose pathname is stored in the String variable path,java.io.File.listFiles(); ,java.io.File; 
Listening for Caret Movement Events in a JTextComponent,javax.swing.text.JTextComponent.addCaretListener(); ,javax.swing.text.JTextComponent; 
Listening for Expansion and Collapse Events in a JTree Component,javax.swing.JTree.addTreeWillExpandListener(); javax.swing.JTree.addTreeExpansionListener(); ,javax.swing.JTree; javax.swing.JTree; 
Listening for OK and Cancel Events in a JColorChooser Dialog,javax.swing.JColorChooser.createDialog(); java.awt.Window.addWindowListener(); ,javax.swing.JColorChooser; java.awt.Window; 
Listening for Print Job Status Changes,javax.print.DocPrintJob.addPrintJobListener(); ,javax.print.DocPrintJob; 
Listening for Selection Events in a JTree Component,javax.swing.event.TreeSelectionEvent.getPaths(); javax.swing.event.TreeSelectionEvent.isAddedPath(); ,javax.swing.event.TreeSelectionEvent; javax.swing.event.TreeSelectionEvent; 
Listing All Available Font Families,java.awt.GraphicsEnvironment.getLocalGraphicsEnvironment(); java.awt.GraphicsEnvironment.getAvailableFontFamilyNames(); ,java.awt.GraphicsEnvironment; java.awt.GraphicsEnvironment; 
Listing All Available Locales,java.util.Locale.getAvailableLocales(); java.util.Locale.getLanguage(); java.util.Locale.getCountry(); ,java.util.Locale; java.util.Locale; java.util.Locale; 
Listing All Available Parameters for Creating a JDBC Connection,java.lang.Class.forName(); java.sql.DriverManager.getDriver(); java.sql.Driver.getPropertyInfo(); ,java.lang.Class; java.sql.DriverManager; java.sql.Driver; 
Listing All Non-SQL92 Keywords Used by a Database,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getSQLKeywords(); java.lang.String.split(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.lang.String; 
Listing All Table Names in a Database,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getTables(); java.sql.ResultSet.next(); java.sql.ResultSet.getString(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.sql.ResultSet; 
Listing All the Attributes of a DOM Element,javax.swing.text.Element.getAttributes(); ,javax.swing.text.Element; 
Listing File System Root Directories,java.nio.file.FileSystems.getDefault(); java.nio.file.FileSystem.getRootDirectories(); ,java.nio.file.FileSystems; java.nio.file.FileSystem; 
"Listing the Entire Content of a directory as links, files, subdirectories, and hidden files",java.nio.file.Paths.get(); java.nio.file.Files.newDirectoryStream(); ,java.nio.file.Paths; java.nio.file.Files; 
Listing the File System Roots,java.io.File.listRoots(); ,java.io.File; 
Listing the Files or Subdirectories in a Directory,javax.naming.Name.startsWith(); java.io.File.listFiles(); java.io.File.isDirectory(); ,javax.naming.Name; java.io.File; 
Listing the Login Modules of an Entry in the Current Login Configuration,javax.security.auth.login.Configuration.getConfiguration(); javax.security.auth.login.Configuration.getAppConfigurationEntry(); javax.security.auth.login.AppConfigurationEntry.getLoginModuleName(); javax.security.auth.login.AppConfigurationEntry.getControlFlag(); ,javax.security.auth.login.Configuration; javax.security.auth.login.Configuration; javax.security.auth.login.AppConfigurationEntry; javax.security.auth.login.AppConfigurationEntry; 
Listing the Numeric Functions Supported by a Database,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getNumericFunctions(); java.lang.String.split(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.lang.String; 
Listing the Property Names of a Bean,java.beans.Introspector.getBeanInfo(); ,java.beans.Introspector; 
Listing the String Functions Supported by a Database,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getStringFunctions(); java.lang.String.split(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.lang.String; 
Listing the System Functions Supported by a Database,java.sql.Connection.getMetaData(); java.sql.DatabaseMetaData.getSystemFunctions(); java.lang.String.split(); ,java.sql.Connection; java.sql.DatabaseMetaData; java.lang.String; 
